,Movie Title,Certification,Runtime,Rating,Release Year,Metascore
366,The Asphalt Jungle,Passed,112,7.9,1950,
367,The Firm,R,154,6.8,1993,58
368,The World Is Not Enough,PG-13,128,6.4,1999,57
369,Fast & Furious,PG-13,107,6.6,2009,46
370,Road House,R,114,6.6,1989,36
371,Captive State,PG-13,109,6.0,2019,54
372,The Hunt for Red October,PG,135,7.6,1990,58
373,The Lincoln Lawyer,R,118,7.3,2011,63
374,Ghost in the Shell,PG-13,107,6.3,2017,52
375,Ghost Rider,PG-13,110,5.2,2007,35
376,The Nun,R,96,5.3,2018,46
377,American Gangster,R,157,7.8,2007,76
378,Rear Window,PG,112,8.4,1954,100
379,Wanted,R,110,6.7,2008,64
380,Shaft,R,99,5.9,2000,50
381,Hannibal,R,131,6.8,2001,57
382,Let Me In,R,116,7.1,2010,79
383,Wild at Heart,R,125,7.2,1990,52
384,The Fugitive,PG-13,130,7.8,1993,87
385,Riddick,R,119,6.4,2013,49
386,I Am Legend,PG-13,101,7.2,2007,65
387,The Perfection,TV-MA,90,6.1,2018,60
388,Mystic River,R,138,7.9,2003,84
389,Trauma Center,R,87,4.7,2019,
390,Smokin' Aces,R,108,6.7,2006,45
391,The Place Beyond the Pines,R,140,7.3,2012,68
392,Predestination,R,97,7.5,2014,69
393,Punch-Drunk Love,R,95,7.3,2002,78
394,RoboCop,R,102,7.5,1987,67
395,Halloween,R,106,6.6,2018,67
396,Dick Tracy,PG,105,6.1,1990,68
397,The Equalizer,R,132,7.2,2014,57
398,The Hitman's Wife's Bodyguard,,,,2020,
399,Peppermint,R,101,6.5,2018,29
400,Identity,R,90,7.3,2003,64
401,Greta,R,98,6.0,2018,54
402,I Spit on Your Grave,R,108,6.3,2010,27
403,Mission: Impossible II,PG-13,123,6.1,2000,59
404,Doom: Annihilation,R,96,3.6,2019,
405,Enemy,R,91,6.9,2013,61
406,The Running Man,R,101,6.7,1987,45
407,The Fanatic,R,88,4.9,2019,18
408,Basic Instinct 2,R,114,4.3,2006,26
409,Light of My Life,R,119,6.6,2019,67
410,Armageddon,PG-13,151,6.7,1998,42
411,Operation Brothers,TV-MA,129,6.5,2019,
412,Die Another Day,PG-13,133,6.1,2002,56
413,The Mask of Zorro,PG-13,136,6.7,1998,63
414,Death Wish,R,107,6.4,2018,31
415,The Beach,R,119,6.7,2000,43
416,Monster,R,109,7.3,2003,74
417,Gaslight,Not Rated,114,7.8,1944,
