,Movie Title,Certification,Runtime,Rating,Release Year,Metascore
482,Fairy Tales,R,76,5.0,1978,
483,"The One and Only, Genuine, Original Family Band",G,110,6.5,1968,
484,Tom Thumb,Approved,98,6.5,1958,
485,Manichitrathazhu,Not Rated,169,8.7,1993,
486,Coney Island,Approved,96,6.4,1943,
487,Awaara,,82,8.0,1951,
488,Till the Clouds Roll By,Passed,132,6.4,1946,
489,Love Me Tender,Approved,89,6.2,1956,
490,Emo the Musical,TV-14,94,6.1,2016,
491,Alice's Adventures in Wonderland,G,95,5.7,1972,
492,Halloween Pussy Trap Kill! Kill!,Not Rated,86,3.2,2017,
493,Untitled My Little Pony Movie,,,,2021,
494,Rugrats Go Wild,PG,80,5.6,2003,38
495,Born to Dance,Passed,106,6.7,1936,
496,Animal Crackers,G,97,7.6,1930,
497,Zachariah,GP,93,6.0,1971,
498,Strike Up the Band,Passed,120,6.9,1940,
499,The Tender Trap,Approved,111,6.4,1955,
500,Hum Aapke Hain Koun...!,Not Rated,206,7.5,1994,
501,Beach Party,Not Rated,101,5.8,1963,
502,Roustabout,PG,101,6.1,1964,50
503,There's No Business Like Show Business,Approved,117,6.5,1954,
504,Darling Lili,G,136,6.1,1970,
505,Country Crush,Not Rated,96,4.6,2016,
506,Mame,PG,132,6.1,1974,
507,Cinderella 2000,R,89,2.9,1977,
508,Ishq,,161,6.9,1997,
509,Pooh's Heffalump Movie,G,68,6.4,2005,64
510,Housefull 2,Not Rated,145,5.2,2012,
511,Roberta,Passed,106,7.1,1935,
512,Imaginaerum,,86,6.3,2012,
513,Les Misérables: The Staged Concert,Unrated,170,8.8,2019,
514,Zoot Suit,R,103,6.8,1981,
515,The Glass Slipper,Unrated,93,6.5,1955,
516,Heartbreak Hotel,PG-13,97,5.7,1988,
517,Melody Time,Approved,75,6.4,1948,69
518,Hum Saath-Saath Hain: We Stand United,Not Rated,177,6.2,1999,
519,The Devil's Carnival,Not Rated,56,6.4,2012,
520,Rocky Horror Show Live,,106,7.9,2015,
521,Rose-Marie,Passed,113,6.8,1936,
522,Guide,Not Rated,120,8.5,1965,
523,Voyage of the Rock Aliens,PG,97,5.5,1984,
524,Pure Country 2: The Gift,PG,112,5.0,2010,
525,Cabin in the Sky,Passed,98,7.1,1943,
526,At Long Last Love,G,118,5.0,1975,
527,Snow White,PG,85,6.7,1987,
528,Tickle Me,Not Rated,90,6.0,1965,
529,Koyla,,166,6.2,1997,
530,Follow the Fleet,Approved,110,7.2,1936,
531,The Opposite Sex,Not Rated,117,6.1,1956,
532,Grace Stirs Up Success,Not Rated,102,5.7,2015,
533,Breaking Glass,PG,104,6.9,1980,
534,Love Beats Rhymes,R,106,5.3,2017,54
535,Josh,R,162,6.1,2000,
536,Carmen,,,,(I,
537,Horse Feathers,Not Rated,68,7.6,1932,
538,Koochie Koochie Hota Hai,,,,2021,
539,The Horror of Party Beach,Approved,78,3.1,1964,
540,Scared Stiff,Approved,108,6.5,1953,
541,Alice Müzikali,,,6.5,2019,
542,The Chipmunk Adventure,G,77,7.2,1987,
543,Saawariya,PG,142,5.3,2007,44
544,Roman Scandals,Passed,92,6.7,1933,
545,San Francisco,Unrated,115,7.2,1936,
546,Summer Holiday,Approved,107,6.1,1963,
547,Flying Down to Rio,Passed,89,6.6,1933,
548,Muscle Beach Party,Not Rated,95,5.0,1964,
549,Pajama Party,Approved,82,4.9,1964,
550,The Ghost in the Invisible Bikini,Unrated,82,4.5,1966,
551,Broadway Melody of 1936,Passed,101,6.8,1935,
552,What's the Matter with Helen?,R,101,6.4,1971,
553,Daffodils,,93,5.7,2019,
